"ID","Location","Season","Field","Plot","Field_sampling_date","Species","Planting_Date","Termination_Date","Fresh_Total_BM_kG_ha","Dry_Total_BM_kG_ha","Plant_water_content","Avg_pct_gc","Latitude","Longitude","Source_FQ","Carbohydrate_Perc_Norm","Cellulose_Perc_Norm","Lignin_Perc_Norm","NIRCP","NIRADF","NIRNDF","NIRNFC","Percent_N_NIRS"
"1130","BARC","2023-2024","SD5","30","2023-11-27","CerealRye","2023-10-08","2024-04-25",1629.05,479.44,70.57,45.94,39.0132351,-76.94603725,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",63.85093384,31.77031066,4.378755501,19.83,23.59,34.09,37.61,3.1728
"1131","BARC","2023-2024","SE14","31","2023-11-27","CerealRye","2023-10-06","2024-06-13",328.96,103.24,68.62,7.58,39.01138902,-76.94181485,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",63.38262292,33.29530035,3.322076732,20.72,20.48,34.19,35.61,3.3152
"1132","BARC","2023-2024","SE14","32","2023-11-27","CerealRye","2023-10-06","2024-06-13",185.48,68.24,63.21,13.55,39.01138566,-76.94144189,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",66.00163334,31.56291208,2.435454582,21.79,16.74,31.86,37.19,3.4864
"1133","BARC","2023-2024","SE14","33","2023-11-27","CerealRye","2023-10-06","2024-06-13",237.97,75.24,68.38,22.08,39.01140297,-76.94113966,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",66.56247477,30.86450543,2.573019804,21.78,16.16,31.14,37.14,3.4848
"1134","BARC","2023-2024","SE14","34","2023-11-27","CerealRye","2023-10-06","2024-06-13",300.96,90.99,69.77,NA,39.01114716,-76.94113893,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",69.57638691,27.86750297,2.556110123,20.75,14.98,28.94,42.43,3.32
"1135","BARC","2023-2024","SE14","35","2023-11-27","CerealRye","2023-10-06","2024-06-13",339.46,103.24,69.59,14.3,39.01114026,-76.94145959,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",67.3591171,29.9154115,2.725471402,25.9,13.99,31.01,35.28,4.144
"1136","BARC","2023-2024","137","36","2023-11-27","CerealRye","2023-09-29","2024-04-30",3653.54,888.89,75.67,65.58,39.02264521,-76.8994877,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",63.83794955,33.61367408,2.548376374,17.5,18.73,34.41,39.97,2.8
"1137","BARC","2023-2024","137","37","2023-11-27","CerealRye","2023-09-29","2024-04-30",2327.21,601.92,74.14,67.94,39.02211338,-76.8994628,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",69.4084065,28.0444352,2.547158299,18.44,16.03,28.99,44.12,2.9504
"1138","BARC","2023-2024","137","38","2023-11-27","CerealRye","2023-09-29","2024-04-30",2965.88,759.41,74.4,60.7,39.02266416,-76.89879272,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",67.09767673,30.39232419,2.509999077,19.3,16.87,31.14,40.96,3.088
"1139","BARC","2023-2024","137","39","2023-11-27","CerealRye","2023-09-29","2024-04-30",2600.17,692.91,73.35,86.99,39.02235393,-76.89847607,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",69.00389786,28.46953325,2.526568885,19.24,15.77,29.54,43.29,3.0784
"1140","BARC","2023-2024","137","40","2023-11-27","CerealRye","2023-09-29","2024-04-30",2349.96,615.92,73.79,85.77,39.02289731,-76.89849593,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",68.95946516,28.42784207,2.612692772,17.42,16.15,29.57,44.94,2.7872
"1141","BARC","2023-2024","268B","41","2023-11-27","Triticale","2023-09-29","2024-04-22",1742.78,439.2,74.8,64.52,39.02626804,-76.87601947,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",62.37673571,34.76494904,2.858315254,17.99,20.89,34.11,35.52,2.8784
"1142","BARC","2023-2024","268B","42","2023-11-27","Triticale","2023-09-29","2024-04-22",3378.83,799.65,76.33,79.85,39.02598023,-76.87570551,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",70.24710145,27.22784051,2.525058037,19.72,15.63,28.17,43.68,3.1552
"1143","BARC","2023-2024","268B","43","2023-11-27","Triticale","2023-09-29","2024-04-22",3387.58,930.88,72.52,75.38,39.02628511,-76.87531566,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",65.24118943,32.09733364,2.661476926,19.48,18.11,32.54,38.34,3.1168
"1144","BARC","2023-2024","268B","44","2023-11-27","Triticale","2023-09-29","2024-04-22",3132.11,780.4,75.08,87.99,39.0259999,-76.874984,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",66.69451764,30.75861789,2.546864471,20.8,17.02,31.4,38.87,3.328
"1145","BARC","2023-2024","268B","45","2023-11-27","Triticale","2023-09-29","2024-04-22",3394.58,878.39,74.12,71.07,39.0262861,-76.87463892,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",63.38630771,33.28375451,3.329937775,18.22,21.13,33.32,36.34,2.9152
"1146","BARC","2023-2024","232A","46","2023-11-27","Wheat","2023-10-13","2024-06-21",909.89,258.97,71.54,46.64,39.03122174,-76.88584129,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",67.32253752,30.02923117,2.648231319,20.11,17.59,30.79,40.43,3.2176
"1147","BARC","2023-2024","232A","47","2023-11-27","Wheat","2023-10-13","2024-06-21",393.7,139.98,64.44,24.24,39.0309767,-76.88653109,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",64.93821013,32.08533388,2.976455983,19.5,20.07,33.12,39,3.12
"1148","BARC","2023-2024","232A","48","2023-11-27","Wheat","2023-10-13","2024-06-21",734.91,229.22,68.81,26.78,39.03149887,-76.88693175,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",66.71277457,30.63934213,2.647883306,16.93,20,30.98,42.47,2.7088
"1149","BARC","2023-2024","232A","49","2023-11-27","Wheat","2023-10-13","2024-06-21",155.73,52.49,66.29,41.45,39.031209,-76.88723797,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",64.05647198,33.92350829,2.020019727,24.22,17,34.47,34.21,3.8752
"1150","BARC","2023-2024","232A","50","2023-11-27","Wheat","2023-10-13","2024-06-21",208.22,59.49,71.43,43.2,39.03149982,-76.88763325,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",65.22982249,32.57436786,2.195809648,22.72,17.59,32.54,35.25,3.6352
"0101","BARC","2023-2024","ND5","01","2024-01-08","CerealRye","2023-10-10","2024-10-03",972.88,370.95,61.87,33.05,39.02821661,-76.93744649,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",65.43218677,31.7904497,2.777363532,14.23,19.98,33.23,45.35,2.2768
"0102","BARC","2023-2024","ND5","02","2024-01-08","CerealRye","2023-10-10","2024-10-03",278.22,104.99,62.26,21.42,39.02822674,-76.93706819,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",60.37782256,36.70329604,2.918881395,13.34,20.94,37.66,40.26,2.1344
"0103","BARC","2023-2024","ND5","03","2024-01-08","CerealRye","2023-10-10","2024-10-03",1058.62,370.95,64.96,26.35,39.02821579,-76.93674486,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",69.42618687,28.10436946,2.469443666,17.75,16.52,28.5,43.35,2.84
"0104","BARC","2023-2024","ND5","04","2024-01-08","CerealRye","2023-10-10","2024-10-03",257.22,253.72,1.36,15.57,39.02822743,-76.93635601,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",65.11163481,31.33634143,3.55202376,12.34,21.91,33.52,47.19,1.9744
"0105","BARC","2023-2024","ND5","05","2024-01-08","CerealRye","2023-10-10","2024-10-03",1139.11,418.2,63.29,23.94,39.02799405,-76.93635885,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",66.86118333,29.95160088,3.187215786,12.27,19.81,31.68,48.14,1.9632
"0106","BARC","2023-2024","NC2B","06","2024-01-08","Barley","2023-10-10","2024-05-25",1231.85,414.7,66.34,18.28,39.033628,-76.93826781,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",56.65628822,40.84260272,2.501109061,12.47,24.09,42.35,39.61,1.9952
"0107","BARC","2023-2024","NC2B","07","2024-01-08","Barley","2023-10-10","2024-05-25",547.68,222.22,59.42,12.48,39.03362082,-76.93790209,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",60.0641428,37.29684804,2.639009167,11.88,23.32,38.89,43.45,1.9008
"0108","BARC","2023-2024","NC2B","08","2024-01-08","Barley","2023-10-10","2024-05-25",582.68,218.72,62.46,16.59,39.03337484,-76.93790086,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",53.8705436,44.14638038,1.983076018,14.93,24,44.11,33.07,2.3888
"0109","BARC","2023-2024","NC2B","09","2024-01-08","Barley","2023-10-10","2024-05-25",916.89,325.46,64.5,12,39.03307479,-76.93826635,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",56.8030499,40.16807667,3.028873424,11.88,24.96,42.55,41.45,1.9008
"0110","BARC","2023-2024","NC2B","10","2024-01-08","Barley","2023-10-10","2024-05-25",230.97,97.99,57.58,11.9,39.0337404,-76.93909428,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",50.48237572,46.21132736,3.306296924,13.41,29,46.94,31.09,2.1456
"0111","BARC","2023-2024","SH46","11","2024-01-08","CerealRye","2023-10-10","2024-04-25",1678.04,475.94,71.64,22.88,39.01893875,-76.94204326,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",68.22120476,27.80743478,3.971360458,17.18,19.9,30.65,45.66,2.7488
"0112","BARC","2023-2024","SH46","12","2024-01-08","CerealRye","2023-10-10","2024-04-25",652.67,185.48,71.58,62.04,39.0189366,-76.9423565,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",70.24091076,26.71662943,3.042459803,17.84,17.91,28.68,46.65,2.8544
"0113","BARC","2023-2024","SH46","13","2024-01-08","CerealRye","2023-10-10","2024-04-25",1303.59,402.45,69.13,20.7,39.01924412,-76.94235019,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",64.76715119,31.1323676,4.100481212,12.28,23.05,33.48,45.94,1.9648
"0114","BARC","2023-2024","SH46","14","2024-01-08","CerealRye","2023-10-10","2024-04-25",1534.56,461.94,69.9,NA,39.01924044,-76.94274737,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",62.44106686,33.81786571,3.741067427,13.93,22.53,35.11,41.36,2.2288
"0115","BARC","2023-2024","SH46","15","2024-01-08","CerealRye","2023-10-10","2024-04-25",1802.27,470.69,73.88,35.94,39.01947331,-76.94304862,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",69.93699123,26.2019872,3.861021565,19.6,19.32,28.86,44.49,3.136
"0116","BARC","2023-2024","SH89","16","2024-01-08","CerealRye","2023-10-10","2024-05-30",1097.11,295.71,73.05,20.98,39.01711707,-76.94090718,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",66.36776682,29.35098791,4.28124527,16.68,21.77,31.81,43.16,2.6688
"0117","BARC","2023-2024","SH89","17","2024-01-08","CerealRye","2023-10-10","2024-05-30",398.95,118.99,70.18,12.68,39.01733921,-76.94092851,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",60.08382768,35.02950434,4.886667982,13.87,26.67,37.3,38.88,2.2192
"0118","BARC","2023-2024","SH89","18","2024-01-08","CerealRye","2023-10-10","2024-05-30",881.89,279.97,68.25,15.47,39.01763791,-76.94093544,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",66.93321413,28.94312309,4.123662788,15.88,21.51,31.89,45.57,2.5408
"0119","BARC","2023-2024","SH89","19","2024-01-08","CerealRye","2023-10-10","2024-05-30",2066.49,500.44,75.78,21.43,39.01733284,-76.94129855,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",64.32120547,31.05277732,4.626017211,15.41,23.81,33.66,42.59,2.4656
"0122","BARC","2023-2024","SE18A","22","2024-01-08","CerealRye","2023-10-10",NA,1459.32,500.44,65.71,26.38,39.01918113,-76.94651484,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",69.69855266,27.04324738,3.258199961,13.55,18.16,29.08,50.12,2.168
"0124","BARC","2023-2024","SE18A","24","2024-01-08","CerealRye","2023-10-10",NA,668.42,232.72,65.18,13.19,39.01916951,-76.94690402,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",66.49863294,30.22835038,3.273016678,13.23,20.29,31.92,46.86,2.1168
"0125","BARC","2023-2024","SE18A","25","2024-01-08","CerealRye","2023-10-10",NA,323.71,159.23,50.81,33.27,39.01885874,-76.94688529,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",70.73214977,26.24807225,3.01977798,14.52,17.45,28.38,50.86,2.3232
"0126","BARC","2023-2024","SD5","26","2024-01-08","CerealRye","2023-10-10","2024-04-25",1357.83,412.95,69.59,13.35,39.01380687,-76.94468581,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",58.91005207,33.71772862,7.372219308,16.06,30.63,38.41,35.57,2.5696
"0127","BARC","2023-2024","SD5","27","2024-01-08","CerealRye","2023-10-10","2024-04-25",743.66,225.72,69.65,16.17,39.0134854,-76.94497135,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",59.80970053,32.60182438,7.588475082,17.22,32.2,36.68,33.74,2.7552
"0128","BARC","2023-2024","SD5","28","2024-01-08","CerealRye","2023-10-10","2024-04-25",2486.44,698.16,71.92,28.46,39.01379987,-76.94536689,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",62.38181606,30.85124175,6.766942189,17.85,29.28,34.89,36.65,2.856
"0129","BARC","2023-2024","SD5","29","2024-01-08","CerealRye","2023-10-10","2024-04-25",3018.37,894.14,70.38,38.29,39.01346874,-76.94565237,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",57.12083173,34.89182822,7.987340053,18.14,33.93,38.68,30.29,2.9024
"0130","BARC","2023-2024","SD5","30","2024-01-08","CerealRye","2023-10-10","2024-04-25",832.9,262.47,68.49,43.73,39.0132351,-76.94603725,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",63.66503463,29.46559932,6.869366052,20.86,27.99,33.99,35.57,3.3376
"0131","BARC","2023-2024","SE14","31","2024-01-08","CerealRye","2023-10-10","2024-06-13",650.92,225.72,65.32,14.11,39.01138902,-76.94181485,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",61.53432307,33.52354264,4.942134294,21.87,24.07,36.14,33.09,3.4992
"0132","BARC","2023-2024","SE14","32","2024-01-08","CerealRye","2023-10-10","2024-06-13",531.93,176.73,66.78,30.86,39.01138566,-76.94144189,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",61.98191548,33.62625571,4.391828812,22.61,21.32,35.77,32.72,3.6176
"0133","BARC","2023-2024","SE14","33","2024-01-08","CerealRye","2023-10-10","2024-06-13",1746.28,432.2,75.25,43.88,39.01140297,-76.94113966,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",65.68141919,28.87317154,5.445409269,22.36,23.13,31.95,35.48,3.5776
"0134","BARC","2023-2024","SE14","34","2024-01-08","CerealRye","2023-10-10","2024-06-13",916.89,299.21,67.37,51,39.01114716,-76.94113893,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",67.09620264,29.03999318,3.863804171,20.45,19.35,31.36,40.2,3.272
"0135","BARC","2023-2024","SE14","35","2024-01-08","CerealRye","2023-10-10","2024-06-13",853.89,276.47,67.62,32.48,39.01114026,-76.94145959,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",65.04299547,32.12358345,2.833421083,23.2,15.84,33.25,35.41,3.712
"0141","BARC","2023-2024","268B","41","2024-01-08","Triticale","2023-10-10","2024-04-22",1923.01,607.17,68.43,54.22,39.02626804,-76.87601947,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",66.94127196,30.48988664,2.568841398,18.46,17.42,32.31,44.31,2.9536
"0142","BARC","2023-2024","268B","42","2024-01-08","Triticale","2023-10-10","2024-04-22",3163.6,923.88,70.8,66.69,39.02598023,-76.87570551,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",65.5152715,31.95714277,2.527585735,17.82,18.45,33.38,42.86,2.8512
"0143","BARC","2023-2024","268B","43","2024-01-08","Triticale","2023-10-10","2024-04-22",4244.97,1200.35,71.72,63.62,39.02628511,-76.87531566,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",65.68731786,32.17035557,2.142326571,16.92,18.62,32.83,42.8,2.7072
"0144","BARC","2023-2024","268B","44","2024-01-08","Triticale","2023-10-10","2024-04-22",4334.21,1247.59,71.22,70.04,39.0259999,-76.874984,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",57.37095372,39.82480834,2.804237937,15.43,23.43,40.47,36.07,2.4688
"0145","BARC","2023-2024","268B","45","2024-01-08","Triticale","2023-10-10","2024-04-22",3630.8,1132.11,68.82,48.47,39.0262861,-76.87463892,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",58.97309534,37.82139421,3.205510458,14.79,23.72,38.61,37.89,2.3664
"0311-Rye","BARC","2023-2024","SH46","11","2024-03-28","CerealRye","2023-10-10","2024-04-25",3408.57,689.41,79.77,39.3,39.01894974,-76.94202281,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",51.19670381,45.89945866,2.903837537,10.85,27.15,47.46,36.28,1.736
"0311-Pea","BARC","2023-2024","SH46","11","2024-03-28","WinterPea","2023-10-10","2024-04-25",3408.57,689.41,79.77,39.3,39.01894974,-76.94202281,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",59.62818336,34.97795669,5.393859943,19.31,27.05,38.77,35.91,3.0896
"0312-Rye","BARC","2023-2024","SH46","12","2024-03-28","CerealRye","2023-10-10","2024-04-25",7471.57,1408.57,81.15,81.46,39.01893569,-76.94234401,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",52.55203074,45.02351635,2.424452909,13.94,24.81,46,34.35,2.2304
"0312-Pea","BARC","2023-2024","SH46","12","2024-03-28","WinterPea","2023-10-10","2024-04-25",7471.57,1408.57,81.15,81.46,39.01893569,-76.94234401,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",69.418773,24.07301818,6.508208814,20.41,24.96,29.15,43.53,3.2656
"0312-Volunteer","BARC","2023-2024","SH46","12","2024-03-28","HairyVetch","2023-10-10","2024-04-25",7471.57,1408.57,81.15,81.46,39.01893569,-76.94234401,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",58.87773729,33.85850393,7.263758779,21.63,32.04,38.06,30.86,3.4608
"0313-Rye","BARC","2023-2024","SH46","13","2024-03-28","CerealRye","2023-10-10","2024-04-25",3333.33,719.16,78.43,34.11,39.01924869,-76.94233675,"Final Report_FY2425_6425-6752_USDA ARS SASL - Jordan Nicolette.xlsx",53.60856128,43.38535022,3.006088507,10.68,26.11,45.35,39.13,1.7088
